id,payment_id,invoice_id,allocated_amount,created_at,dotkham_id
00f110a7-8dd3-40f3-958c-ae8f395dacc0,7dfb243b-9baa-468f-a8b3-b1a900bb32a8,e799b8a8-c456-4c05-941d-b1a900bb29cc,600000.00,2026-04-13 11:48:44.087987,
7bef48dd-49ac-4632-be93-96da61fcf671,e8f12b5d-c154-452a-8e15-b1a900bbbcc4,9104d6b7-6ff4-4796-8406-b1a60091a0d9,10000000.00,2026-04-13 11:48:44.087987,
87a38e27-d6c6-4b64-9dea-50368d37c903,90be95d8-2869-484c-9d17-b1be00c9c1d8,da2c4485-64cd-43c3-a356-b1be00c99fd5,200000.00,2026-04-13 11:48:44.087987,
52b3a7d5-b7fd-4c39-886e-47cb963b4c4a,b24c478c-8231-4329-a015-b1c500b67f89,ea27679d-28f6-444d-bfcf-b1a900bb9ef5,2334000.00,2026-04-13 11:48:44.087987,
fd72595a-7eb4-463f-b8ae-6fa03f4a3adc,382a52af-8b12-4a2b-8e35-b1e200ba063c,ea27679d-28f6-444d-bfcf-b1a900bb9ef5,2334000.00,2026-04-13 11:48:44.087987,
2621607e-44ef-4482-8d8e-bbe8d850bb10,5d1cd1a9-25b9-4499-a9ef-b20400bf4dee,ea27679d-28f6-444d-bfcf-b1a900bb9ef5,2334000.00,2026-04-13 11:48:44.087987,
59a5c308-f1ae-484e-b1f0-730a0a57240e,4c7049f3-d999-405f-b113-b22400c2a3d5,ea27679d-28f6-444d-bfcf-b1a900bb9ef5,2334000.00,2026-04-13 11:48:44.087987,
2d0a8e01-7e83-4b09-84c4-2f3b8cef61bf,4f4ba5b5-bd70-44b1-88d4-b23500bcaa5f,ea27679d-28f6-444d-bfcf-b1a900bb9ef5,2334000.00,2026-04-13 11:48:44.087987,
e02c3e91-b033-43c4-894f-b1c902803547,8dc8e1f6-eedf-4e33-aabc-b253009bb954,ea27679d-28f6-444d-bfcf-b1a900bb9ef5,2330000.00,2026-04-13 11:48:44.087987,
